tweet_id,isi,author,content
Sat Feb 24 06:29:18 +0000 2024,Kemenangan Prabowo-Gibran terbukti melalui quick count dan real count.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/wmVYrHreNH,HaritaRaha66,Prabowo-Gibran's victory was proven through quick count and real count. #Kita02unggul Rakyattau mnayangpantas https://t.co/wmvyrhrenh
Sat Feb 24 06:29:18 +0000 2024,Pilihan Prabowo-Gibran NO 2 mendapat pengakuan luas dari masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/rOa06w2Ne7,FarhanAkbari_,Prabowo-gibran's choice no 2 received broad recognition from the community. #Kita02unggul Rakyattau mnayangpantas https://t.co/roa06w2ne7
Sat Feb 24 06:29:16 +0000 2024,"@putriii_bungsuu Prabowo-Gibran NO 2 memperoleh dukungan besar dari seluruh spektrum masyarakat, sesuai dengan real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas",divarahayu_,"@putriii_bungsuu Prabowo-gibran No 2 received great support from all community spectrums, in accordance with the KPU's real count. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:29:16 +0000 2024,Real count KPU menegaskan bahwa Prabowo-Gibran NO 2 mendapat dukungan yang konsisten.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/wfe4YmlPR1,rendya_nanda,Real Count KPU emphasized that Prabowo-Gibran No. 2 received consistent support. #Kita02unggul Rakyattau mnayangpantas https://t.co/wfe4ymlpr1
Sat Feb 24 06:29:15 +0000 2024,"Prabowo-Gibran NO 2 berhasil meraih dukungan besar dari semua kelompok masyarakat, sesuai dengan real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/hdwGRczc5l",abdurrahmaa_,"Prabowo-Gibran No. 2 won great support from all community groups, in accordance with the KPU's real count. #Kita02unggul Rakyattau mnayangpantas https://t.co/hdwgrczc5l"
Sat Feb 24 06:29:14 +0000 2024,Prabowo-Gibran NO 2 mendapat sambutan hangat dari masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/q4h2UoqOGw,RakaKasta,Prabowo-Gibran No. 2 received a warm welcome from the community. #Kita02unggul Rakyattau mnayangpantas https://t.co/q4h2uoqogw
Sat Feb 24 06:29:14 +0000 2024,Kemenangan Prabowo-Gibran adalah pilihan yang tepat untuk memimpin bangsa ini.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/1eMP0rUDvg,DadanMarka,Prabowo-Gibran's victory is the right choice to lead this nation. #Kita02unggul Rakyattau mnayangpantas https://t.co/1ememp0rudvg
Sat Feb 24 06:29:13 +0000 2024,Hasil real count KPU menunjukkan popularitas Prabowo-Gibran No 2  #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/k1jiiZ4xxI,nurulhidayyaa,The results of the KPU's real count show Prabowo-gibran's popularity no 2 #Kita02unggul Rakyattau mnayangpantas https://t.co/k1jiiz4xxi
Sat Feb 24 06:29:13 +0000 2024,Prabowo-Gibran memimpin dengan visi yang jelas dan terukur.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/fMorS8obUt,g_julyans,Prabowo-gibran leads with a clear and measurable vision. #Kita02unggul Rakyattau mnayangpantas https://t.co/fmors8obut
Sat Feb 24 06:29:13 +0000 2024,"@putriii_bungsuu Dari hasil real count KPU, dapat disimpulkan bahwa Prabowo-Gibran NO 2 memperoleh dukungan yang solid dari semua kalangan.   #Kita02Unggul  RakyatTAU MnaYangPantas",fahmihalim_,"@putriii_bungsuu From the results of the KPU's real count, it can be concluded that Prabowo-Gibran No. 2 received solid support from all circles. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:29:11 +0000 2024,Unggulnya No 02 Prabowo-Gibran menunjukkan ketegasan rakyat dalam memilih.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/VKGrVNNcw4,denalekaa,The superior number 02 Prabowo-Gibran shows the firmness of the people in choosing. #Kita02unggul Rakyattau mnayangpantas https://t.co/vkgrvnncw4
Sat Feb 24 06:29:11 +0000 2024,"Rakyat sudah bisa membedakan, Prabowo-Gibran adalah pemimpin yang tulus.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/H7Tt90fUk3",SulistiawanAr,"The people can already distinguish, Prabowo-gibran is a sincere leader. #Kita02unggul Rakyattau mnayangpantas https://t.co/h7tt90fuk3"
Sat Feb 24 06:29:11 +0000 2024,Kemenangan Prabowo-Gibran No 02 membuktikan kecerdasan rakyat dalam memilih.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/2beQuVZEzB,ikartikaa_,Prabowo-Gibran's victory no 02 proves the intelligence of the people in choosing. #Kita02unggul Rakyattau mnayangpantas https://t.co/2bequVzezb
Sat Feb 24 06:29:10 +0000 2024,"Rakyat telah menilai dengan seksama, Prabowo-Gibran adalah pemimpin yang diharapkan.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/wDtfzNgHvc",SyakilaGenta,"The people have considered carefully, Prabowo-Gibran is an expected leader. #Kita02unggul Rakyattau mnayangpantas https://t.co/wdtfznghvc"
Sat Feb 24 06:29:10 +0000 2024,"@putriii_bungsuu Dari real count KPU, Prabowo-Gibran NO 2 tampak sebagai pilihan yang tak terbantahkan.   #Kita02Unggul  RakyatTAU MnaYangPantas",depikapurwanti,"@putriii_bungsuu from the KPU Real Count, Prabowo-Gibran No. 2 appears as an undeniable choice. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:29:09 +0000 2024,"Rakyat sudah menilai dengan seksama, Prabowo-Gibran adalah pilihan terbaik.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/jAkJdbAlzT",WandaHandayn,"The people have judged carefully, Prabowo-Gibran is the best choice. #Kita02unggul Rakyattau mnayangpantas https://t.co/jakjdbalzt"
Sat Feb 24 06:29:08 +0000 2024,"Rakyat menginginkan pemimpin yang kompeten, Prabowo-Gibran jawabannya.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/bWl0dylyp8",Kurniawansptrr,"The people want a competent leader, Prabowo-gibran. #Kita02unggul Rakyattau mnayangpantas https://t.co/bwl0dylyp8"
Sat Feb 24 06:29:08 +0000 2024,"Rakyat sudah menilai, Prabowo-Gibran adalah pemimpin yang berkomitmen dan bertindak.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/OfT6fiO2hY",LMarwadah,"The people have considered, Prabowo-Gibran is a leader who is committed and acting. #Kita02unggul Rakyattau mnayangpantas https://t.co/oft6fio2hy"
Sat Feb 24 06:29:07 +0000 2024,Real count KPU memperlihatkan bahwa Prabowo-Gibran NO 2 adalah pilihan favorit di antara masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/rFgT6beTVP,PermanaValdo,The KPU's real count shows that Prabowo-Gibran No. 2 is a favorite choice among the public. #Kita02unggul Rakyattau mnayangpantas https://t.co/rfgt6betvp
Sat Feb 24 06:29:06 +0000 2024,Prabowo-Gibran NO 2 memimpin hasil hitung cepat sementara di Jawa Barat dengan mantap.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/AKXeT4pyXp,PantaiVoli,Prabowo-Gibran No. 2 leads the results of a quick count while in West Java firmly. #Kita02unggul Rakyattau mnayangpantas https://t.co/akxet4pyxp
Sat Feb 24 06:29:05 +0000 2024,"Rakyat sudah menilai dengan seksama, Prabowo-Gibran adalah pilihan terbaik.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/Xw0MVi5PF8",JokoArnadi,"The people have judged carefully, Prabowo-Gibran is the best choice. #Kita02unggul Rakyattau mnayangpantas https://t.co/xw0mvi5pf8"
Sat Feb 24 06:29:03 +0000 2024,Konsistensi Prabowo-Gibran NO 2 terbukti dengan unggulnya dalam hasil hitung cepat di Jawa Barat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/BHlcI0bxVJ,GardanSepakTkrw,Prabowo-gibran no 2 consistency is proven by its excellence in the results of a quick count in West Java. #Kita02unggul Rakyattau mnayangpantas https://t.co/bhlci0bxvj
Sat Feb 24 06:29:03 +0000 2024,"Rakyat sudah menilai, Prabowo-Gibran adalah pemimpin yang mampu memberi solusi   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/nFb7YbI2uh",reginaregss,"The people have judged, Prabowo-gibran is a leader who is able to provide a solution #Ki02unggul Rakyattau Mnayangpantas https://t.co/nfb7ybi2uh"
Sat Feb 24 06:29:03 +0000 2024,"Rakyat memilih yang terbaik, Prabowo-Gibran sebagai pemimpin yang kompeten.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/vH195GoTSs",puputraaa_,"The people choose the best, Prabowo-Gibran as a competent leader. #Kita02unggul Rakyattau mnayangpantas https://t.co/vh195gotss"
Sat Feb 24 06:29:03 +0000 2024,Keberhasilan Prabowo-Gibran dalam pemilihan adalah hasil dari dukungan rakyat yang kuat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/hIpETgLVtZ,muhamadilyy,Prabowo-Gibran's success in election is the result of strong people's support. #Kita02unggul Rakyattau mnayangpantas https://t.co/hipetglvtz
Sat Feb 24 06:29:01 +0000 2024,Quick count dan real count menunjukkan bahwa Prabowo-Gibran adalah pilihan yang tepat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/IjohBUDHhQ,arvin_alonso,Quick count and real count show that Prabowo-gibran is the right choice. #Kita02unggul Rakyattau mnayangpantas https://t.co/ijohbudhhq
Sat Feb 24 06:29:00 +0000 2024,Keberhasilan perolehan suara Prabowo-Gibran NO 2 menegaskan kepercayaan luar biasa dari rakyat.   #Kita02Unggul  RakyatTAU MnaYangPantas,RSanusi1997,The success of Prabowo-Gibran no 2 votes emphasized the extraordinary trust of the people. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:59 +0000 2024,Dukungan rakyat yang luar biasa untuk Prabowo-Gibran   #Kita02Unggul  RakyatTAU MnaYangPantas,DadoAlvian,Extraordinary people's support for Prabowo-gibran #Kita02 Unggul Rakyattau Mnayangpantas
Sat Feb 24 06:28:59 +0000 2024,"Kepemimpinan Prabowo-Gibran bukan sekadar omong kosong, tapi tindakan nyata.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/BNob4J2sBA",alwijayaa_,"Prabowo-Gibran's leadership is not just bullshit, but a concrete action. #Kita02unggul Rakyattau mnayangpantas https://t.co/bnob4j2sba"
Sat Feb 24 06:28:57 +0000 2024,Dukungan besar dari rakyat menjadi pilar keberhasilan Prabowo-Gibran NO 2.   #Kita02Unggul  RakyatTAU MnaYangPantas,kushina_nanana,Great support from the people to be the pillar of the success of Prabowo-Gibran No.
Sat Feb 24 06:28:57 +0000 2024,"Dalam setiap suara yang diberikan, rakyat menunjukkan dukungan luar biasa pada Prabowo-Gibran NO 2.   #Kita02Unggul  RakyatTAU MnaYangPantas",KasimanTedi,"In every vote given, the people show extraordinary support for Prabowo-Gibran No."
Sat Feb 24 06:28:57 +0000 2024,"@JumatiB Prabowo-Gibran NO 2, pilihan bijak rakyat.   #Kita02Unggul  RakyatTAU MnaYangPantas",haniyuliartii,"@Jumatib Prabowo-Gibran No 2, Wise Choice of the People. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:56 +0000 2024,"Prabowo-Gibran, paslon No 2, mendapat dukungan yang mengesankan dari berbagai elemen masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas",HakimHarsana,"Prabowo-Gibran, Paslon No. 2, received impressive support from various elements of society. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:56 +0000 2024,Prabowo-Gibran dipilih sebagai harapan bangsa dengan dukungan yang besar dari rakyat.   #Kita02Unggul  RakyatTAU MnaYangPantas,WidatiZika,Prabowo-gibran was chosen as the nation's hope with great support from the people. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:56 +0000 2024,"Kepercayaan rakyat Indonesia terhadap Prabowo-Gibran, paslon No 2, semakin meningkat.   #Kita02Unggul  RakyatTAU MnaYangPantas",GalihSendiii,"Indonesian people's trust in Prabowo-Gibran, Paslon No. 2, is increasing. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:56 +0000 2024,Dukungan masyarakat membuktikan Prabowo-Gibran adalah pilihan yang tepat.   #Kita02Unggul  RakyatTAU MnaYangPantas,IlhamTangguh_,Community support proves Prabowo-gibran is the right choice. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:56 +0000 2024,Kemenangan besar Prabowo-Gibran NO 2 tercermin jelas dalam real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,MajayaUsma62634,Prabowo-Gibran's great victory is clearly reflected in the KPU's real count. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:55 +0000 2024,Suara rakyat untuk Prabowo-Gibran sebagai paslon No 2   #Kita02Unggul  RakyatTAU MnaYangPantas,hidayatgustiann,The voice of the people for Prabowo-Gibran as Paslon No. 2 #Kita02unggul Rakyattau Mnayangpantas
Sat Feb 24 06:28:54 +0000 2024,"@JumatiB Rakyat memilih Prabowo-Gibran NO 2, pilihan bijak.   #Kita02Unggul  RakyatTAU MnaYangPantas",luludenada3,"@Jumatib People Choose Prabowo-Gibran No 2, Wise Choice. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:52 +0000 2024,"Prabowo-Gibran NO 2 unggul di real count KPU, menegaskan dominasinya.   #Kita02Unggul  RakyatTAU MnaYangPantas",YadiAsnawi91759,"Prabowo-Gibran No 2 excels at the KPU's real count, emphasizing his dominance. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:52 +0000 2024,"Bersama Prabowo-Gibran, rakyat menunjukkan bahwa mereka siap untuk berubah menuju masa depan yang lebih cerah.   #Kita02Unggul  RakyatTAU MnaYangPantas",DishitaEliza,"Together with Prabowo-Gibran, the people show that they are ready to change towards a brighter future. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:52 +0000 2024,Rakyat yakin bahwa Prabowo-Gibran mampu membawa Indonesia ke arah yang lebih baik.   #Kita02Unggul  RakyatTAU MnaYangPantas,SatriaBasu,The people believe that Prabowo-Gibran is able to bring Indonesia to a better direction. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:51 +0000 2024,"Prabowo-Gibran, paslon No 2, dianggap sebagai pemimpin yang dapat memperjuangkan keadilan dan kesejahteraan bagi semua.   #Kita02Unggul  RakyatTAU MnaYangPantas",veronicachan_ni,"Prabowo-Gibran, Paslon No. 2, is considered a leader who can fight for justice and prosperity for all. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:50 +0000 2024,Prabowo-Gibran NO 2 menjadi pilihan yang dihargai oleh masyarakat berdasarkan hasil real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,LeviArdianta,Prabowo-Gibran No. 2 is a choice that is valued by the public based on the results of the KPU's real count. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:50 +0000 2024,"@JumatiB Prabowo-Gibran NO 2, pilihan rakyat yang cerdas.   #Kita02Unggul  RakyatTAU MnaYangPantas",anasya_keyla,"@Jumatib Prabowo-Gibran No 2, Smart people's choice. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:50 +0000 2024,"Bersama Prabowo-Gibran, rakyat Indonesia optimis akan terwujudnya masa depan yang gemilang.   #Kita02Unggul  RakyatTAU MnaYangPantas",SartikaLitlit,"Together with Prabowo-Gibran, the Indonesian people are optimistic that the realization of a brilliant future. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:50 +0000 2024,Dukungan besar untuk Prabowo-Gibran menunjukkan keyakinan rakyat pada visi dan misinya.   #Kita02Unggul  RakyatTAU MnaYangPantas,salmanabil_a,Great support for Prabowo-Gibran shows people's belief in his vision and mission. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:50 +0000 2024,@JumatiB Keunggulan Prabowo-Gibran NO 2 terkonfirmasi dalam real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,NSelvhy,@Jumatib Prabowo-Gibran No 2 Excellence is confirmed in the KPU's real count. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:48 +0000 2024,Data real count KPU menegaskan bahwa Prabowo-Gibran NO 2 menjadi pilihan utama masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas,sutarnodarno,KPU's real count data confirms that Prabowo-Gibran No. 2 is the first choice of society. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:48 +0000 2024,"Dalam real count KPU, Prabowo-Gibran NO 2 terbukti menjadi yang paling diinginkan oleh masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas",kurniamegaa_,"In the KPU's real count, Prabowo-Gibran No. 2 has proven to be the most desired by the community. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:48 +0000 2024,Suara yang solid dari pemilih menunjukkan kepercayaan mereka pada Prabowo-Gibran NO   #Kita02Unggul  RakyatTAU MnaYangPantas,AntasariVivi,Solid votes from voters show their trust in Prabowo-Gibran No #Kita02unggul Rakyattau Mnayangpantas
Sat Feb 24 06:28:47 +0000 2024,"Bersama No 2, Prabowo-Gibran, kita menuju Indonesia yang lebih baik.   #Kita02Unggul  RakyatTAU MnaYangPantas",mustika_li_,"Together with No 2, Prabowo-Gibran, we go to a better Indonesia. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:47 +0000 2024,Dukungan rakyat bagi Prabowo-Gibran adalah bentuk kepercayaan akan kepemimpinan yang berkualitas.   #Kita02Unggul  RakyatTAU MnaYangPantas,shania_yan_,People's support for Prabowo-Gibran is a form of trust in quality leadership. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:47 +0000 2024,Prabowo-Gibran NO 2 unggul dalam hasil real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,TarnoWiharjo,Prabowo-Gibran No 2 Excellent in the Real Count of KPU. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:47 +0000 2024,"@JumatiB Rakyat pilih Prabowo-Gibran NO 2, yang terbaik.   #Kita02Unggul  RakyatTAU MnaYangPantas",divarahmaa_,"@Jumatib People Choose Prabowo-Gibran No 2, the best. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:46 +0000 2024,Prabowo-Gibran NO 2 mendapat dukungan yang kuat dari masyarakat dalam real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,andrianamissa,Prabowo-Gibran No. 2 received strong support from the public in the KPU's real count. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:44 +0000 2024,Prabowo-Gibran NO 2 memimpin dengan jelas dan stabil dalam hasil KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,AhmadRegis_,Prabowo-Gibran No. 2 leads clearly and stable in the results of the KPU. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:44 +0000 2024,"@JumatiB Prabowo-Gibran NO 2, pilihan bijak rakyat.   #Kita02Unggul  RakyatTAU MnaYangPantas",AmaliaArian,"@Jumatib Prabowo-Gibran No 2, Wise Choice of the People. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:44 +0000 2024,Prabowo-Gibran NO 02 mendapat dukungan besar tanpa perlu promosi berlebihan.   #Kita02Unggul  RakyatTAU MnaYangPantas,Firgypranata,Prabowo-gibran no 02 has great support without the need for excessive promotion. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:44 +0000 2024,Hasil real count KPU mengonfirmasi bahwa Prabowo-Gibran NO 2 adalah favorit yang jelas di mata masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas,yantotori_,The KPU's real count results confirm that Prabowo-Gibran No. 2 is a clear favorite in the eyes of the public. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:43 +0000 2024,Keberhasilan Prabowo-Gibran NO 2 semakin terang benderang dalam real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,yuri_kala,The success of Prabowo-Gibran No. 2 is brighter in the KPU's real count. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:43 +0000 2024,"@putriii_bungsuu Wajar saja sih kalau Prabowo-Gibran No 2 jadi favorit, hasil quick count menunjukkan dominasinya.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/W0prvjygYf",zulhidaragung,"@putriii_bungsuu it's only natural that Prabowo-gibran no 2 becomes a favorite, the quick count results show their dominance. #Kita02unggul Rakyattau mnayangpantas https://t.co/w0prvjygyf"
Sat Feb 24 06:28:41 +0000 2024,Real count KPU menegaskan bahwa Prabowo-Gibran NO 2 memimpin.   #Kita02Unggul  RakyatTAU MnaYangPantas,AtmojoTriadi,Real Count KPU emphasized that Prabowo-Gibran No. 2 led. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:41 +0000 2024,Prabowo-Gibran NO 2 menunjukkan keunggulan yang konsisten dalam perhitungan KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,YantoNurAji,Prabowo-Gibran No. 2 shows a consistent advantage in the KPU calculation. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:40 +0000 2024,"@JumatiB Prabowo-Gibran NO 2, bersama kita bangun negeri ini  #Kita02Unggul  RakyatTAU MnaYangPantas",jhopbikingakuat,"@Jumatib Prabowo-Gibran No 2, Together with us to build this country #Kita02unggul Rakyattau Mnayangpantas"
Sat Feb 24 06:28:40 +0000 2024,@JumatiB Real count KPU menunjukkan bahwa Prabowo-Gibran NO 2 adalah yang terdepan.   #Kita02Unggul  RakyatTAU MnaYangPantas,amandameriha,@Jumatib Real Count KPU shows that Prabowo-Gibran No. 2 is at the forefront. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:39 +0000 2024,"@JumatiB Prabowo-Gibran NO 2, langkah pasti ke depan  #Kita02Unggul  RakyatTAU MnaYangPantas",MakimaOtsuka,"@Jumatib Prabowo-Gibran No 2, Certain Steps in the future #Kita02unggul Rakyattau Mnayangpantas"
Sat Feb 24 06:28:38 +0000 2024,"@JumatiB Mantap! Prabowo-Gibran NO 2, harapan baru Indonesia  #Kita02Unggul  RakyatTAU MnaYangPantas",ikan_terfly,"@Jumatib great! Prabowo-Gibran No 2, Harapan Baru Indonesia #Kita02unggul Rakyattau Mnayangpantas"
Sat Feb 24 06:28:38 +0000 2024,@JumatiB Prabowo-Gibran NO 2 unggul dengan hasil yang meyakinkan dalam real count KPU.   #Kita02Unggul  RakyatTAU MnaYangPantas,JeskaMahal,@Jumatib Prabowo-gibran No. 2 superior with convincing results in the KPU's real count. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:37 +0000 2024,"@JumatiB Prabowo-Gibran NO 2, pilihan terbaik rakyat Indonesia  #Kita02Unggul  RakyatTAU MnaYangPantas",EcihKpop,"@Jumatib Prabowo-gibran No 2, the best choice of Indonesian people #Kita02unggul Rakyattau Mnayangpantas"
Sat Feb 24 06:28:37 +0000 2024,"Dalam real count KPU, Prabowo-Gibran NO 2 memimpin dengan jelas sebagai pilihan favorit.   #Kita02Unggul  RakyatTAU MnaYangPantas",DwinataHaris,"In the KPU's real count, Prabowo-Gibran No. 2 leads clearly as a favorite choice. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:37 +0000 2024,"@JumatiB Bersama kita kuat, bersama Prabowo-Gibran NO 2 lebih kuat  #Kita02Unggul  RakyatTAU MnaYangPantas",HanaIsabil,"@Jumatib with us strong, together with Prabowo-gibran no 2 stronger #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:35 +0000 2024,@JumatiB Hasil real count KPU memberikan dukungan penuh untuk Prabowo-Gibran NO 2.   #Kita02Unggul  RakyatTAU MnaYangPantas,onica_ara,@Jumatib The results of the KPU real count provide full support for Prabowo-gibran no 2. #Kita02unggul Rakyattau Mnayangpantas
Sat Feb 24 06:28:34 +0000 2024,Prabowo-Gibran NO 2 terus menunjukkan dominasi di hasil hitung cepat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/9awwGBgGzl,renang_alien,Prabowo-Gibran No. 2 continues to show dominance in the results of a quick count. #Kita02unggul Rakyattau mnayangpantas https://t.co/9awwgbggzl
Sat Feb 24 06:28:27 +0000 2024,Keunggulan Prabowo-Gibran NO 2 dalam hasil hitung cepat sementara menciptakan antusiasme di Jawa Barat.   #Kita02Unggul  RakyatTAU MnaYangPantas https://t.co/OyATGO9MpG,NikolasWardi,Prabowo-Gibran No. 2's superiority in the results of a quick count while creating enthusiasm in West Java. #Kita02unggul Rakyattau mnayangpantas https://t.co/oyatgo9mpo
Sat Feb 24 06:28:24 +0000 2024,"@Kimberley_PS08 Sudah terbukti valid sangat meyakinkan paman usman, meloloskan Gibran Rakabuming raka yg menjadi cawapres prabowo subianto, hingga berujung di copot dari ketua MK,",Mbahhardiman,"@Kimberley_ps08 has been proven valid very convincing uncle Usman, passing Gibran Rakabuming Raka who became the vice president Prabowo Subianto, until it ended in dislodged from the Chief Justice of the Constitutional Court,"
Sat Feb 24 06:28:15 +0000 2024,"Suaranya mempesona, Prabowo-Gibran No. 2 memimpin dengan nyaman di hati rakyat.  #Kita02Unggul  RakyatTAU MnaYangPantas",YayanRuhiy96962,"His voice was enchanting, Prabowo-Gibran No. 2 Lead comfortably in the hearts of the people. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:13 +0000 2024,"@tommpratama Prabowo-Gibran, bikin kita semua bangga.  #Kita02Unggul  RakyatTAU MnaYangPantas",Zahradin_dinda,"@tommpratama Prabowo-gibran, making us all proud. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:13 +0000 2024,Keberhasilan Prabowo-Gibran No. 2 adalah hasil dukungan rakyat yang besar.  #Kita02Unggul  RakyatTAU MnaYangPantas,LanayaSaki33120,The success of Prabowo-Gibran No. 2 is the result of great people's support. #Kita02unggul Rakyattau mnayangpantas
Sat Feb 24 06:28:12 +0000 2024,"Rakyat memilih dengan kesadaran penuh, Prabowo-Gibran No. 2 adalah pilihan yang tepat untuk masa depan Indonesia.   #Kita02Unggul  RakyatTAU MnaYangPantas",ParkJimine20100,"The people choose with full awareness, Prabowo-Gibran No. 2 is the right choice for the future of Indonesia. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:12 +0000 2024,"Prabowo-Gibran No. 2 mendapat dukungan luas dari masyarakat, menunjukkan kepercayaan yang tinggi.   #Kita02Unggul  RakyatTAU MnaYangPantas",Jessica92934216,"Prabowo-Gibran No. 2 received broad support from the community, showing high trust. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:12 +0000 2024,"Pilihan rakyat tegas, Prabowo-Gibran No. 2 adalah jawaban yang diinginkan.  #Kita02Unggul  RakyatTAU MnaYangPantas",jkeverytim67066,"The people's choice is firm, Prabowo-Gibran No. 2 is the desired answer. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:11 +0000 2024,"Rakyat bersatu pada pilihan terbaik, Prabowo-Gibran No. 2.  #Kita02Unggul  RakyatTAU MnaYangPantas",irene_redv1,"The people are united in the best choice, Prabowo-Gibran No. 2. #Kita02unggul Rakyattau mnayangpantas"
Sat Feb 24 06:28:11 +0000 2024,"@putriii_bungsuu Hasil real count KPU menunjukkan bahwa Prabowo-Gibran NO 2 adalah pilihan yang merakyat, dengan mendapatkan dukungan luas dari berbagai kelompok masyarakat.   #Kita02Unggul  RakyatTAU MnaYangPantas",enceprahmat_,"@putriii_bungsuu The results of the KPU's real count show that Prabowo-Gibran No. 2 is a popular choice, by getting extensive support from various community groups. #Kita02unggul Rakyattau mnayangpantas"
